Territory,LOCATION_NAME,subcategory,BRAND,QTY_KG_RTM,QTY_KG_RTM_NORM_BRANDWISE,QTY_SHARE_REGION_BRAND,WS_TERRITORY,WEIGHT FACTOR,AWS
RIFT VALLEY,KAMOI,margarine,ONJA,3.75,0.00143575,0.000627773,,0.00405562,
RIFT VALLEY,KAMOI,milking jelly,SAWA MILKING JELLY,28.44966667,0.000272289,0.000213295,,0.017936426,
RIFT VALLEY,KAMOI,oil,FRESH FRI,226.779,0.003066867,0.001080058,,0.005265841,
RIFT VALLEY,KAMOI,oil,SALIT,20.04816667,0.000182968,7.83E-05,,0.001153752,
RIFT VALLEY,KAMOI,petroleum jelly,SAWA PETROLLEUM JELLY,1.7,1.61E-05,1.27E-05,,0.016730199,
RIFT VALLEY,KAMOI,toilet soap,SAWA SOAP,28.2375,0.000270257,0.000211704,,0.001936879,
RIFT VALLEY,KAMOSOR,bar soap,USHINDI BAR,51.85,0.00254682,0.000834194,,0.008467,
RIFT VALLEY,KAMOSOR,bar soap,WHITEWASH,2.1,3.08E-05,0.000334306,,0.001112539,
RIFT VALLEY,TUIGONI,bathing soap,AFRISENSE,2.9425,0.00254892,0.002649683,,0.024477651,
RIFT VALLEY,KAMOSOR,bathing soap,DETREX,10.32,0.000308305,0.000598201,,0.004706038,
RIFT VALLEY,KAMOSOR,bathing soap,SAWA SOAP,21.23,0.000203139,0.000159167,,0.011072644,
RIFT VALLEY,KAMOSOR,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAMOSOR,dishwashing liquid,USHINDI DISHWASHING LIQUID,0.206,1.01E-05,3.31E-06,,0.000197652,
RIFT VALLEY,KAMOSOR,dishwashing paste,USHINDI DISHWASHING PASTE,1.8,8.84E-05,2.90E-05,,0.003963012,
RIFT VALLEY,KAMOSOR,fat,MPISHI POA,1.047166667,0,3.33E-05,,0,
RIFT VALLEY,KAMOSOR,glycerine,SAWA GLYCERINE,16.50688889,0.0001579,0.000123757,,0.008835568,
RIFT VALLEY,KAMOSOR,lotion,BELLEZA,11.354875,0.006823671,0.002046275,,0.017121212,
RIFT VALLEY,KAMOSOR,lotion,FRESCO,6.673479167,0.006687608,0.001908995,,0.013690106,
RIFT VALLEY,KAMOSOR,margarine,ONJA,10.25,0.004102143,0.001715912,,0.011587486,
RIFT VALLEY,KAMOSOR,milking jelly,SAWA MILKING JELLY,17.78316667,0.000170125,0.000133325,,0.011206579,
RIFT VALLEY,KAMOSOR,oil,FRESH FRI,317.2133333,0.004294688,0.001510761,,0.007374021,
RIFT VALLEY,KAMOSOR,oil,SALIT,7.128,6.24E-05,2.78E-05,,0.000393311,
RIFT VALLEY,KAMOSOR,petroleum jelly,SAWA PETROLLEUM JELLY,2.7625,2.63E-05,2.07E-05,,0.027318933,
RIFT VALLEY,KAMOSOR,toilet soap,SAWA SOAP,102.014,0.000976893,0.000764827,,0.007001201,
RIFT VALLEY,KAMOSOWOR,bar soap,USHINDI BAR,91.525,0.004495616,0.00147251,,0.014945846,
RIFT VALLEY,KAMOSOWOR,bar soap,WHITEWASH,6.825,0.000100012,0.001086494,,0.00361575,
RIFT VALLEY,NOIWET,bathing soap,AFRISENSE,2.9325,0.002539874,0.001416629,,0.002539874,
RIFT VALLEY,KAMOSOWOR,bathing soap,DETREX,7.84,0.000234216,0.000454447,,0.003575129,
RIFT VALLEY,KAMOSOWOR,bathing soap,DIVA,1.4,0.001276916,0.001644194,,0.011182488,
RIFT VALLEY,KAMOSOWOR,bathing soap,SAWA SOAP,28.995,0.000277512,0.000217384,,0.015126588,
RIFT VALLEY,KAMOSOWOR,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAMOSOWOR,dishwashing liquid,USHINDI DISHWASHING LIQUID,2.467833333,0.000121217,3.97E-05,,0.002367832,
RIFT VALLEY,KAMOSOWOR,dishwashing paste,USHINDI DISHWASHING PASTE,0.6,2.95E-05,9.65E-06,,0.001321004,
RIFT VALLEY,KAMOSOWOR,glycerine,SAWA GLYCERINE,23.25325694,0.000222518,0.000174336,,0.012451321,
RIFT VALLEY,KAMOSOWOR,lotion,BELLEZA,9.761208333,0.005857488,0.001759078,,0.01469697,
RIFT VALLEY,KAMOSOWOR,lotion,FRESCO,7.071895833,0.007092917,0.002022965,,0.014519809,
RIFT VALLEY,KAMOSOWOR,margarine,ONJA,9.5,0.003794483,0.001590357,,0.010718424,
RIFT VALLEY,KAMOSOWOR,milking jelly,SAWA MILKING JELLY,20.45533333,0.000195719,0.000153359,,0.012892537,
RIFT VALLEY,KAMOSOWOR,oil,FRESH FRI,333.2571667,0.004512514,0.001587171,,0.007748031,
RIFT VALLEY,KAMOSOWOR,oil,SALIT,44.55,0.000411664,0.000174004,,0.002595854,
RIFT VALLEY,KAMOSOWOR,petroleum jelly,SAWA PETROLLEUM JELLY,5.1,4.86E-05,3.82E-05,,0.050614147,
RIFT VALLEY,KAMOSOWOR,toilet soap,SAWA SOAP,108.1945,0.00103609,0.000811164,,0.007425456,
RIFT VALLEY,KAMUKUNJI,bar soap,NDUME,406,0.003213776,0.002473424,,0.02471932,
RIFT VALLEY,KAMUKUNJI,bar soap,USHINDI BAR,45.9,0.002254562,0.000738467,,0.007495377,
RIFT VALLEY,KAMUKUNJI,bar soap,WHITEWASH,8.4,0.000123092,0.001337223,,0.004450154,
RIFT VALLEY,KAMUKUNJI,bathing soap,4U,6,8.95E-05,0.000753154,,0.002690583,
RIFT VALLEY,KAMUKUNJI,bathing soap,DETREX,52.468,0.001567455,0.003041319,,0.023926006,
RIFT VALLEY,KAMUKUNJI,bathing soap,DIVA,14.4,0.014969597,0.016911714,,0.131095059,
RIFT VALLEY,KAMUKUNJI,bathing soap,SAWA SOAP,20.16,0.00019289,0.000151145,,0.010514019,
RIFT VALLEY,KAMUKUNJI,bodywash,SAWA BODYWASH,3.11,2.96E-05,2.33E-05,,0.064196825,
RIFT VALLEY,KAMUKUNJI,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAMUKUNJI,dishwashing paste,USHINDI DISHWASHING PASTE,4.8,0.000235771,7.72E-05,,0.010568032,
RIFT VALLEY,KAMUKUNJI,fat,FRYMATE,825,0.028729725,0.010577466,,0.047909585,
RIFT VALLEY,KAMUKUNJI,fat,MPISHI POA,55.035,0.003061839,0.001752478,,0.01120876,
RIFT VALLEY,KAMUKUNJI,glycerine,SAWA GLYCERINE,22.09383333,0.000211413,0.000165644,,0.011829922,
RIFT VALLEY,KAMUKUNJI,lotion,BELLEZA,2.988125,0.001751208,0.000538493,,0.004393939,
RIFT VALLEY,KAMUKUNJI,lotion,FRESCO,1.792875,0.001722566,0.000512864,,0.003526239,
RIFT VALLEY,KAMUKUNJI,margarine,ONJA,10.5,0.004204697,0.001757763,,0.011877173,
RIFT VALLEY,KAMUKUNJI,milking jelly,SAWA MILKING JELLY,45.69,0.000437418,0.000342551,,0.028813921,
RIFT VALLEY,KAMUKUNJI,oil,FRESH FRI,263.752,0.003568847,0.001256146,,0.006127745,
RIFT VALLEY,KAMUKUNJI,oil,SALIT,933.77,0.008711489,0.003647137,,0.054932594,
RIFT VALLEY,KAMUKUNJI,petroleum jelly,SAWA PETROLLEUM JELLY,0.51,4.68E-06,3.82E-06,,0.004870817,
RIFT VALLEY,KAMUKUNJI,toilet soap,SAWA SOAP,287.088,0.002749543,0.002152378,,0.01970544,
RIFT VALLEY,KAMUKUNYWA,bar soap,NDUME,1574.8,0.01246565,0.009593962,,0.095881737,
RIFT VALLEY,KAMUKUNYWA,bar soap,USHINDI BAR,289.9,0.014239595,0.004664088,,0.04734008,
RIFT VALLEY,KAMUKUNYWA,bar soap,WHITEWASH,16.8,0.000246183,0.002674446,,0.008900309,
RIFT VALLEY,KAMUKUNYWA,bathing soap,4U,84,0.001641448,0.010544154,,0.049327354,
NAIROBI,KANGEMI VATICAN,bathing soap,AFRISENSE,2.875,0.002487855,0.003524548,67.59199191,0.033013205,2.231428304
RIFT VALLEY,KAMUKUNYWA,bathing soap,DETREX,141.656,0.004231901,0.008211121,,0.06459675,
RIFT VALLEY,KAMUKUNYWA,bathing soap,DIVA,14.4,0.014969597,0.016911714,,0.131095059,
RIFT VALLEY,KAMUKUNYWA,bathing soap,SAWA SOAP,60.48,0.000579078,0.000453435,,0.031564247,
RIFT VALLEY,KAMUKUNYWA,bodywash,SAWA BODYWASH,18.63,0.000178236,0.000139674,,0.386765737,
RIFT VALLEY,KAMUKUNYWA,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAMUKUNYWA,dishwashing liquid,USHINDI DISHWASHING LIQUID,111.03,0.005453681,0.001786318,,0.106530847,
RIFT VALLEY,KAMUKUNYWA,dishwashing paste,USHINDI DISHWASHING PASTE,110.4,0.005422736,0.001776183,,0.243064729,
RIFT VALLEY,KAMUKUNYWA,fat,FRYMATE,471,0.016394585,0.006038771,,0.027339551,
RIFT VALLEY,KAMUKUNYWA,fat,MPISHI POA,720.167,0.040783806,0.022932253,,0.149301071,
RIFT VALLEY,KAMUKUNYWA,glycerine,SAWA GLYCERINE,53.0375,0.000507793,0.000397637,,0.028414349,
RIFT VALLEY,KAMUKUNYWA,handwash,SAWA HANDWASH,30.83,0.000295088,0.000231141,,0.27008931,
RIFT VALLEY,KAMUKUNYWA,lotion,BELLEZA,47.212375,0.028562802,0.008508194,,0.071666667,
RIFT VALLEY,KAMUKUNYWA,lotion,FRESCO,37.05275,0.037592461,0.010599197,,0.076954989,
RIFT VALLEY,KAMUKUNYWA,margarine,ONJA,126,0.051584453,0.021093161,,0.14571263,
RIFT VALLEY,KAMUKUNYWA,milking jelly,SAWA MILKING JELLY,162.3806667,0.001555088,0.001217413,,0.102437913,
RIFT VALLEY,KAMUKUNYWA,oil,FRESH FRI,1136.56,0.015418906,0.005412984,,0.026474411,
RIFT VALLEY,KAMUKUNYWA,oil,POPCO,308.246,0.003435563,0.012057327,,0.122027526,
RIFT VALLEY,KAMUKUNYWA,oil,SALIT,3272.703,0.030542685,0.012782585,,0.192594957,
RIFT VALLEY,KAMUKUNYWA,petroleum jelly,SAWA PETROLLEUM JELLY,2.4225,2.30E-05,1.82E-05,,0.023930538,
RIFT VALLEY,KAMUKUNYWA,toilet soap,SAWA SOAP,300.0878333,0.002874056,0.002249842,,0.020597802,
RIFT VALLEY,KANDUYI,bar soap,NDUME,170,0.00134567,0.00103567,,0.010350454,
RIFT VALLEY,KANDUYI,bar soap,USHINDI BAR,368.875,0.018118767,0.005934686,,0.060236537,
RIFT VALLEY,KANDUYI,bar soap,WHITEWASH,29.55,0.000433018,0.004704159,,0.015655007,
RIFT VALLEY,KANDUYI,bathing soap,4U,60,0.001163936,0.007531538,,0.034977578,
RIFT VALLEY,KOCHOLYA,bathing soap,AFRISENSE,2.8475,0.002462976,0.002564137,,0.023652317,
RIFT VALLEY,KANDUYI,bathing soap,DETREX,184.0655,0.005498863,0.010669397,,0.083935965,
RIFT VALLEY,KANDUYI,bathing soap,DIVA,0.6,0.000434289,0.000704655,,0.003803253,
RIFT VALLEY,KANDUYI,bathing soap,SAWA SOAP,93.71,0.000897357,0.00070257,,0.048912934,
RIFT VALLEY,KANDUYI,bodywash,SAWA BODYWASH,6.21,5.93E-05,4.66E-05,,0.128627471,
RIFT VALLEY,KANDUYI,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KANDUYI,dishwashing liquid,USHINDI DISHWASHING LIQUID,50.39,0.002475106,0.000810705,,0.048348099,
RIFT VALLEY,KANDUYI,dishwashing paste,USHINDI DISHWASHING PASTE,29.6,0.001453922,0.000476223,,0.065169529,
RIFT VALLEY,KANDUYI,fat,FRYMATE,250,0.008693834,0.003205293,,0.014497806,
RIFT VALLEY,KANDUYI,fat,MPISHI POA,104.2586667,0.005853486,0.003319905,,0.0214284,
RIFT VALLEY,KANDUYI,glycerine,SAWA GLYCERINE,49.43106944,0.00047325,0.000370598,,0.026481463,
RIFT VALLEY,KANDUYI,lotion,BELLEZA,27.09233333,0.016364734,0.004882339,,0.041060606,
RIFT VALLEY,KANDUYI,lotion,FRESCO,5.777041667,0.005775661,0.001652563,,0.011823273,
RIFT VALLEY,KANDUYI,margarine,ONJA,34.75,0.014152395,0.00581736,,0.039976825,
RIFT VALLEY,KANDUYI,milking jelly,SAWA MILKING JELLY,110.5358333,0.001058515,0.000828718,,0.069727297,
RIFT VALLEY,KANDUYI,oil,FRESH FRI,1337.013,0.018140444,0.006367662,,0.031147318,
RIFT VALLEY,KANDUYI,oil,SALIT,2054.224167,0.019169614,0.008023428,,0.120879061,
RIFT VALLEY,KANDUYI,petroleum jelly,SAWA PETROLLEUM JELLY,0.765,7.12E-06,5.74E-06,,0.007412114,
RIFT VALLEY,KANDUYI,toilet soap,SAWA SOAP,893.57275,0.008558491,0.006699362,,0.061337042,
RIFT VALLEY,KAPCHEROP,bar soap,NDUME,4830,0.038232848,0.029425221,,0.294074669,
RIFT VALLEY,KAPCHEROP,bar soap,USHINDI BAR,459.175,0.022554212,0.007387488,,0.074982343,
RIFT VALLEY,KAPCHEROP,bathing soap,4U,72,0.001402692,0.009037846,,0.042152466,
NAIROBI,KOROPOI,bathing soap,AFRISENSE,2.79,0.002410957,0.003420344,67.59199191,0.031992797,2.162456884
RIFT VALLEY,KAPCHEROP,bathing soap,DETREX,116.88,0.00349173,0.006774975,,0.053298612,
RIFT VALLEY,KAPCHEROP,bathing soap,DIVA,2.2,0.002119542,0.002583734,,0.018561723,
RIFT VALLEY,KAPCHEROP,bathing soap,SAWA SOAP,180.59,0.001729499,0.001353933,,0.094271161,
RIFT VALLEY,KAPCHEROP,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAPCHEROP,dishwashing liquid,USHINDI DISHWASHING LIQUID,63.76583333,0.003132113,0.001025904,,0.061181917,
RIFT VALLEY,KAPCHEROP,dishwashing paste,USHINDI DISHWASHING PASTE,85.6,0.004204586,0.001377185,,0.188463232,
RIFT VALLEY,KAPCHEROP,fat,FRYMATE,1535.5,0.053487116,0.019686907,,0.089194921,
RIFT VALLEY,KAPCHEROP,fat,MPISHI POA,1890.035,0.107131119,0.06018432,,0.392184855,
RIFT VALLEY,KAPCHEROP,glycerine,SAWA GLYCERINE,79.93545833,0.000765423,0.000599298,,0.042830457,
RIFT VALLEY,KAPCHEROP,handwash,SAWA HANDWASH,26.2125,0.000250861,0.000196522,,0.229609336,
RIFT VALLEY,KAPCHEROP,lotion,BELLEZA,50.00129167,0.030253623,0.009010788,,0.075909091,
RIFT VALLEY,KAPCHEROP,lotion,FRESCO,38.04879167,0.038605735,0.010884121,,0.079029247,
RIFT VALLEY,KAPCHEROP,margarine,ONJA,38.75,0.015793252,0.006486984,,0.044611819,
RIFT VALLEY,KAPCHEROP,milking jelly,SAWA MILKING JELLY,165.1652778,0.00158176,0.00123829,,0.104194816,
RIFT VALLEY,KAPCHEROP,oil,FRESH FRI,2397.002333,0.032531852,0.01141597,,0.055857505,
RIFT VALLEY,KAPCHEROP,oil,POPCO,53.456,0.000545732,0.002090981,,0.019383824,
RIFT VALLEY,KAPCHEROP,oil,SALIT,2031.503667,0.018957545,0.007934686,,0.119541803,
RIFT VALLEY,KAPCHEROP,petroleum jelly,SAWA PETROLLEUM JELLY,7.565,7.23E-05,5.67E-05,,0.075180008,
RIFT VALLEY,KAPCHEROP,toilet soap,SAWA SOAP,422.6481667,0.004047946,0.00316871,,0.029010846,
RIFT VALLEY,KAPENGURIA,bar soap,NDUME,666,0.005271859,0.004057391,,0.040549426,
RIFT VALLEY,KAPENGURIA,bar soap,USHINDI BAR,2909.4,0.142906788,0.046808203,,0.475099101,
RIFT VALLEY,KAPENGURIA,bar soap,WHITEWASH,263.65,0.003863462,0.04197129,,0.139676569,
RIFT VALLEY,KAPENGURIA,bathing soap,4U,108,0.00211896,0.013556769,,0.06367713,
RIFT VALLEY,MALABA,bathing soap,AFRISENSE,2.77,0.002392864,0.002494349,,0.022979019,
RIFT VALLEY,KAPENGURIA,bathing soap,DETREX,648.5893333,0.019376275,0.037595622,,0.295764125,
RIFT VALLEY,KAPENGURIA,bathing soap,DIVA,85.8,0.090174014,0.100765627,,0.789691798,
RIFT VALLEY,KAPENGURIA,bathing soap,SAWA SOAP,400.38,0.003834661,0.00300176,,0.209018916,
RIFT VALLEY,KAPENGURIA,bodywash,SAWA BODYWASH,48.135,0.000460836,0.000360881,,1,
RIFT VALLEY,KAPENGURIA,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAPENGURIA,dishwashing liquid,USHINDI DISHWASHING LIQUID,422.6098333,0.020758168,0.006799205,,0.405484856,
RIFT VALLEY,KAPENGURIA,dishwashing paste,USHINDI DISHWASHING PASTE,240,0.011788557,0.003861266,,0.528401585,
RIFT VALLEY,KAPENGURIA,fat,FRYMATE,682,0.023746886,0.008744038,,0.039600221,
RIFT VALLEY,KAPENGURIA,fat,MPISHI POA,860.5486667,0.048745342,0.027402422,,0.178446608,
RIFT VALLEY,KAPENGURIA,glycerine,SAWA GLYCERINE,743.3354792,0.007119509,0.005572992,,0.398383327,
RIFT VALLEY,KAPENGURIA,handwash,SAWA HANDWASH,108.4391667,0.001038433,0.000812998,,0.950461162,
RIFT VALLEY,KAPENGURIA,lotion,BELLEZA,379.8902917,0.230253623,0.068460448,,0.577727273,
RIFT VALLEY,KAPENGURIA,lotion,FRESCO,254.0902292,0.258384841,0.072684275,,0.528935905,
RIFT VALLEY,KAPENGURIA,margarine,ONJA,276.25,0.113219157,0.046245919,,0.3198146,
RIFT VALLEY,KAPENGURIA,milking jelly,SAWA MILKING JELLY,1536.659778,0.014718018,0.011520764,,0.969515947,
RIFT VALLEY,KAPENGURIA,oil,FRESH FRI,5893.282833,0.08000063,0.028067364,,0.137361859,
RIFT VALLEY,KAPENGURIA,oil,POPCO,949.782,0.01071187,0.0371516,,0.38047421,
RIFT VALLEY,KAPENGURIA,oil,SALIT,16990.80467,0.15858507,0.066363007,,1,
RIFT VALLEY,KAPENGURIA,petroleum jelly,SAWA PETROLLEUM JELLY,42.67,0.000408492,0.000319909,,0.425031766,
RIFT VALLEY,KAPENGURIA,toilet soap,SAWA SOAP,4249.892667,0.040705528,0.031862622,,0.291728615,
RIFT VALLEY,KAPKANGANI,bar soap,USHINDI BAR,14.525,0.000713453,0.000233687,,0.002371903,
RIFT VALLEY,KAPKANGANI,bar soap,WHITEWASH,0.525,7.69E-06,8.36E-05,,0.000278135,
RIFT VALLEY,KAPKANGANI,bathing soap,DETREX,0.32,9.56E-06,1.85E-05,,0.000145924,
RIFT VALLEY,KAPKANGANI,bathing soap,SAWA SOAP,2.945,2.80E-05,2.21E-05,,0.001526429,
RIFT VALLEY,KAPKANGANI,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAPKANGANI,dishwashing liquid,USHINDI DISHWASHING LIQUID,0.206,1.01E-05,3.31E-06,,0.000197652,
RIFT VALLEY,KAPKANGANI,glycerine,SAWA GLYCERINE,0.781840278,7.28E-06,5.86E-06,,0.000407643,
RIFT VALLEY,KAPKANGANI,lotion,BELLEZA,0.8964375,0.000483092,0.000161548,,0.001212121,
RIFT VALLEY,KAPKANGANI,milking jelly,SAWA MILKING JELLY,0.765,7.12E-06,5.74E-06,,0.000469256,
RIFT VALLEY,KAPKANGANI,oil,FRESH FRI,21.386,0.000278259,0.000101853,,0.000477774,
RIFT VALLEY,KAPKANGANI,oil,SALIT,17.3745,0.000158012,6.79E-05,,0.000996389,
RIFT VALLEY,KAPKANGANI,toilet soap,SAWA SOAP,7.381,7.05E-05,5.53E-05,,0.000505203,
RIFT VALLEY,KAPKATENI,bar soap,USHINDI BAR,63.625,0.003125196,0.001023638,,0.010389833,
RIFT VALLEY,KAPKATENI,bar soap,WHITEWASH,2.1,3.08E-05,0.000334306,,0.001112539,
NAIROBI,BANANA,bathing soap,AFRISENSE,2.765,0.002388341,0.003389695,67.59199191,0.031692677,2.142171172
RIFT VALLEY,KAPKATENI,bathing soap,DETREX,11.92,0.000356104,0.000690945,,0.005435656,
RIFT VALLEY,KAPKATENI,bathing soap,SAWA SOAP,6.15,5.87E-05,4.61E-05,,0.003199692,
RIFT VALLEY,KAPKATENI,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAPKATENI,fat,MPISHI POA,4.188666667,0.000178165,0.00013338,,0.000652227,
RIFT VALLEY,KAPKATENI,glycerine,SAWA GLYCERINE,6.204083333,5.92E-05,4.65E-05,,0.003313723,
RIFT VALLEY,KAPKATENI,lotion,BELLEZA,1.394458333,0.000785024,0.000251297,,0.001969697,
RIFT VALLEY,KAPKATENI,lotion,FRESCO,2.788916667,0.002735839,0.000797789,,0.005600498,
RIFT VALLEY,KAPKATENI,margarine,ONJA,1.25,0.000410214,0.000209258,,0.001158749,
RIFT VALLEY,KAPKATENI,milking jelly,SAWA MILKING JELLY,4.947,4.72E-05,3.71E-05,,0.003107818,
RIFT VALLEY,KAPKATENI,oil,FRESH FRI,97.57766667,0.001312709,0.000464724,,0.002253934,
RIFT VALLEY,KAPKATENI,oil,SALIT,134.5466667,0.001251677,0.000525515,,0.00789278,
RIFT VALLEY,KAPKATENI,petroleum jelly,SAWA PETROLLEUM JELLY,0.1275,1.02E-06,9.56E-07,,0.001058873,
RIFT VALLEY,KAPKATENI,toilet soap,SAWA SOAP,29.555,0.000282876,0.000221582,,0.002027318,
RIFT VALLEY,KAPLAMAI,bar soap,USHINDI BAR,485.45,0.023844813,0.007810216,,0.079272997,
EASTERN,IKUTHA,bathing soap,AFRISENSE,2.7225,0.002349892,0.009037869,,0.044927787,
RIFT VALLEY,KAPLAMAI,bathing soap,DETREX,57.76,0.001725551,0.003348071,,0.026339218,
RIFT VALLEY,KAPLAMAI,bathing soap,DIVA,7.2,0.007385958,0.008455857,,0.064681943,
RIFT VALLEY,KAPLAMAI,bathing soap,SAWA SOAP,181.115,0.001734527,0.001357869,,0.094545253,
RIFT VALLEY,KAPLAMAI,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAPLAMAI,dishwashing liquid,USHINDI DISHWASHING LIQUID,19.62925,0.000964169,0.000315807,,0.018833834,
RIFT VALLEY,KAPLAMAI,dishwashing paste,USHINDI DISHWASHING PASTE,11.4,0.000559956,0.00018341,,0.025099075,
RIFT VALLEY,KAPLAMAI,fat,FRYMATE,9.5,0.000313605,0.000121801,,0.000522967,
RIFT VALLEY,KAPLAMAI,glycerine,SAWA GLYCERINE,84.66347917,0.000810708,0.000634746,,0.045364466,
RIFT VALLEY,KAPLAMAI,handwash,SAWA HANDWASH,0.514166667,4.72E-06,3.85E-06,,0.004321224,
RIFT VALLEY,KAPLAMAI,lotion,BELLEZA,40.6385,0.024577295,0.007323509,,0.061666667,
RIFT VALLEY,KAPLAMAI,lotion,FRESCO,26.79352083,0.02715574,0.007664473,,0.055590127,
RIFT VALLEY,KAPLAMAI,margarine,ONJA,29.25,0.011896216,0.004896627,,0.033603708,
RIFT VALLEY,KAPLAMAI,milking jelly,SAWA MILKING JELLY,149.9815,0.001436328,0.001124453,,0.094614869,
RIFT VALLEY,KAPLAMAI,oil,FRESH FRI,2443.824,0.033167546,0.011638963,,0.056948999,
RIFT VALLEY,KAPLAMAI,oil,SALIT,236.5618333,0.002203869,0.000923968,,0.013897077,
RIFT VALLEY,KAPLAMAI,petroleum jelly,SAWA PETROLLEUM JELLY,9.52,9.10E-05,7.14E-05,,0.094663278,
RIFT VALLEY,KAPLAMAI,toilet soap,SAWA SOAP,334.561,0.003204242,0.002508296,,0.022964181,
RIFT VALLEY,KAPSABET,bar soap,NDUME,7197.6,0.056974067,0.043849063,,0.438226054,
RIFT VALLEY,KAPSABET,bar soap,USHINDI BAR,1886.325,0.092654378,0.030348348,,0.308033035,
RIFT VALLEY,KAPSABET,bar soap,WHITEWASH,373.275,0.00546988,0.059422845,,0.197753732,
RIFT VALLEY,KAPSABET,bathing soap,4U,258,0.005103411,0.032385615,,0.153363229,
RIFT VALLEY,KAPTUMO,bathing soap,AFRISENSE,2.7025,0.002331798,0.002433567,,0.022392598,
RIFT VALLEY,KAPSABET,bathing soap,DETREX,335.6348333,0.010026919,0.019455146,,0.153053308,
RIFT VALLEY,KAPSABET,bathing soap,DIVA,4.8,0.004858078,0.005637238,,0.042544237,
RIFT VALLEY,KAPSABET,bathing soap,SAWA SOAP,301.575,0.0028883,0.002260991,,0.157434895,
RIFT VALLEY,KAPSABET,bodywash,SAWA BODYWASH,34.16,0.000326983,0.000256107,,0.70954249,
RIFT VALLEY,KAPSABET,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAPSABET,dishwashing liquid,USHINDI DISHWASHING LIQUID,169.7,0.008335493,0.002730237,,0.162823424,
RIFT VALLEY,KAPSABET,dishwashing paste,USHINDI DISHWASHING PASTE,213.2,0.010472169,0.003430092,,0.469396742,
RIFT VALLEY,KAPSABET,fat,FRYMATE,2453,0.085457428,0.031450331,,0.142508498,
RIFT VALLEY,KAPSABET,fat,MPISHI POA,2330.559,0.132114779,0.07421191,,0.483644862,
RIFT VALLEY,KAPSABET,glycerine,SAWA GLYCERINE,156.1410764,0.001495325,0.001170633,,0.083673275,
RIFT VALLEY,KAPSABET,handwash,SAWA HANDWASH,49.33,0.000472282,0.000369841,,0.432272204,
RIFT VALLEY,KAPSABET,lotion,BELLEZA,83.26908333,0.050422705,0.015006013,,0.126515152,
RIFT VALLEY,KAPSABET,lotion,FRESCO,63.44785417,0.064444219,0.018149699,,0.131922838,
RIFT VALLEY,KAPSABET,margarine,ONJA,143.25,0.05866065,0.023980916,,0.165701043,
RIFT VALLEY,KAPSABET,milking jelly,SAWA MILKING JELLY,438.7154444,0.00420184,0.003289171,,0.276786641,
RIFT VALLEY,KAPSABET,oil,FRESH FRI,5850.373167,0.079418049,0.027863003,,0.13636156,
RIFT VALLEY,KAPSABET,oil,POPCO,1163.608,0.013137086,0.045515602,,0.466615316,
RIFT VALLEY,KAPSABET,oil,SALIT,8983.139333,0.083842908,0.035086516,,0.528693581,
RIFT VALLEY,KAPSABET,petroleum jelly,SAWA PETROLLEUM JELLY,4.8025,4.58E-05,3.60E-05,,0.047649301,
RIFT VALLEY,KAPSABET,toilet soap,SAWA SOAP,1127.2105,0.010796288,0.008451009,,0.077374896,
RIFT VALLEY,KAPSARA,bar soap,USHINDI BAR,732.925,0.036000535,0.011791745,,0.119685162,
RIFT VALLEY,MALAVA,bathing soap,AFRISENSE,2.7,0.002329537,0.002431315,,0.022370879,
RIFT VALLEY,KAPSARA,bathing soap,DETREX,91.28,0.002726943,0.005291065,,0.04162472,
RIFT VALLEY,KAPSARA,bathing soap,DIVA,11.2,0.011599091,0.013153555,,0.101578119,
RIFT VALLEY,KAPSARA,bathing soap,SAWA SOAP,264.215,0.002530464,0.001980893,,0.137930022,
RIFT VALLEY,KAPSARA,detergent,USHINDI DETERGENT,0,0,0,,,
RIFT VALLEY,KAPSARA,dishwashing liquid,USHINDI DISHWASHING LIQUID,0.412,2.02E-05,6.63E-06,,0.000395305,
RIFT VALLEY,KAPSARA,dishwashing paste,USHINDI DISHWASHING PASTE,23.6,0.001159208,0.000379691,,0.051959489,
RIFT VALLEY,KAPSARA,glycerine,SAWA GLYCERINE,106.1887292,0.001016879,0.000796126,,0.056901041,
RIFT VALLEY,KAPSARA,handwash,SAWA HANDWASH,3.085,2.93E-05,2.31E-05,,0.026858802,
RIFT VALLEY,KAPSARA,lotion,BELLEZA,71.715,0.043417874,0.012923839,,0.108939394,
RIFT VALLEY,KAPSARA,lotion,FRESCO,39.64245833,0.040226973,0.011340001,,0.082348061,
RIFT VALLEY,KAPSARA,margarine,ONJA,23.5,0.009537483,0.003934042,,0.026940904,
