Territory,LOCATION_NAME,subcategory,BRAND,QTY_KG_RTM,QTY_KG_RTM_NORM_BRANDWISE,QTY_SHARE_REGION_BRAND,WS_TERRITORY,WEIGHT FACTOR,AWS
EASTERN,SALAMA,fat,MPISHI POA,26.17916667,0.001425324,0.020401351,,0.09687597,
EASTERN,SALAMA,glycerine,SAWA GLYCERINE,55.73632639,0.000533642,0.00044147,,0.035596208,
EASTERN,SALAMA,lotion,BELLEZA,28.78560417,0.017391304,0.005776188,,0.032891731,
EASTERN,SALAMA,lotion,FRESCO,43.22820833,0.043874759,0.0150402,,0.100979478,
EASTERN,SALAMA,margarine,ONJA,8.75,0.003486822,0.003617945,,0.031835206,
EASTERN,SALAMA,milking jelly,SAWA MILKING JELLY,189.6386667,0.001816167,0.001502069,,0.107465004,
EASTERN,SALAMA,oil,FRESH FRI,295.815,0.004004164,0.003472427,,0.026474443,
EASTERN,SALAMA,oil,SALIT,465.1176667,0.00433717,0.012494602,,0.093460322,
EASTERN,SALAMA,petroleum jelly,SAWA PETROLLEUM JELLY,4.2075,4.01E-05,3.33E-05,,0.048438653,
EASTERN,SALAMA,toilet soap,SAWA SOAP,829.7088333,0.007946798,0.006571864,,0.075916192,
EASTERN,SIMBA,bar soap,NDUME,57.2,0.000452778,0.00096901,,0.002257376,
EASTERN,SIMBA,bar soap,POPCO,80,0.000846794,0.002686047,,0.074313698,
EASTERN,SIMBA,bar soap,USHINDI BAR,166.3,0.008168488,0.004315115,,0.065074691,
EASTERN,SIMBA,bar soap,WHITEWASH,293.625,0.004302708,0.003802292,,0.028280352,
EASTERN,SIMBA,bathing soap,4U,18,0.00032829,0.004385206,,0.016054488,
NAIROBI,SYOKIMAU,bathing soap,AFRISENSE,14.3325,0.012853162,0.017570637,67.59199191,0.170558223,11.52837005
EASTERN,SIMBA,bathing soap,DETREX,270.586,0.008083619,0.008768742,,0.065813495,
EASTERN,SIMBA,bathing soap,SAWA SOAP,126.35,0.001209984,0.001000779,,0.187004446,
EASTERN,SIMBA,detergent,RAINBOW,256.5,0.286656678,0.067713833,,0.286656678,
EASTERN,SIMBA,detergent,USHINDI DETERGENT,0,0,0,,,
EASTERN,SIMBA,dishwashing liquid,USHINDI DISHWASHING LIQUID,164.023,0.008056644,0.004256032,,0.082244787,
EASTERN,SIMBA,dishwashing paste,USHINDI DISHWASHING PASTE,22.8,0.001119913,0.000591609,,0.027246654,
EASTERN,SIMBA,fat,MPISHI POA,58.64133333,0.003266367,0.045699026,,0.222007431,
EASTERN,SIMBA,glycerine,SAWA GLYCERINE,81.32144444,0.000778698,0.000644122,,0.05194247,
EASTERN,SIMBA,lotion,BELLEZA,43.72622917,0.026449275,0.008774209,,0.050022841,
EASTERN,SIMBA,lotion,FRESCO,32.76977083,0.033235384,0.011401442,,0.076492537,
EASTERN,SIMBA,margarine,ONJA,5.5,0.002153625,0.002274137,,0.019662921,
EASTERN,SIMBA,milking jelly,SAWA MILKING JELLY,239.4483333,0.002293247,0.001896595,,0.135694457,
EASTERN,SIMBA,oil,FRESH FRI,302.0526667,0.004088853,0.003545648,,0.02703438,
EASTERN,SIMBA,oil,POPCO,35.64,0.000343663,0.001196634,,0.003998491,
EASTERN,SIMBA,oil,SALIT,472.248,0.004403723,0.012686146,,0.094894458,
EASTERN,SIMBA,petroleum jelly,SAWA PETROLLEUM JELLY,5.695,5.43E-05,4.51E-05,,0.065650357,
EASTERN,SIMBA,toilet soap,SAWA SOAP,811.5145,0.007772532,0.006427752,,0.074251415,
EASTERN,SIMBA CEMENT 36,bar soap,NDUME,581.2,0.004600607,0.009845953,,0.022936839,
EASTERN,SIMBA CEMENT 36,bar soap,POPCO,400,0.004476237,0.013430234,,0.392829415,
EASTERN,SIMBA CEMENT 36,bar soap,USHINDI BAR,124.425,0.00611163,0.003228552,,0.048688626,
EASTERN,SIMBA CEMENT 36,bar soap,WHITEWASH,413.25,0.006055664,0.005351374,,0.039801977,
EASTERN,SIMBA CEMENT 36,bathing soap,4U,12.25,0.000213886,0.002984376,,0.010459742,
WESTERN,MBALE,bathing soap,AFRISENSE,14.2775,0.012803405,0.00592124,,0.032969721,
EASTERN,SIMBA CEMENT 36,bathing soap,DETREX,192,0.005735902,0.006222046,,0.046699353,
EASTERN,SIMBA CEMENT 36,bathing soap,SAWA SOAP,44.625,0.000427217,0.000353461,,0.06602693,
EASTERN,SIMBA CEMENT 36,detergent,RAINBOW,135,0.150808381,0.03563886,,0.150808381,
EASTERN,SIMBA CEMENT 36,dishwashing liquid,USHINDI DISHWASHING LIQUID,89.71691667,0.004406804,0.002327954,,0.044986061,
EASTERN,SIMBA CEMENT 36,dishwashing paste,USHINDI DISHWASHING PASTE,4,0.000196476,0.000103791,,0.004780115,
EASTERN,SIMBA CEMENT 36,fat,DIRIA,480,0.010892004,0.30075188,,1,
EASTERN,SIMBA CEMENT 36,fat,MPISHI POA,35.60366667,0.00195982,0.027745837,,0.133204458,
EASTERN,SIMBA CEMENT 36,glycerine,SAWA GLYCERINE,48.43515972,0.000463711,0.00038364,,0.030931513,
EASTERN,SIMBA CEMENT 36,lotion,BELLEZA,40.9373125,0.024758454,0.008214578,,0.046825034,
EASTERN,SIMBA CEMENT 36,lotion,FRESCO,40.73810417,0.041341575,0.014173829,,0.095149254,
EASTERN,SIMBA CEMENT 36,margarine,ONJA,6.5,0.00256384,0.002687616,,0.02340824,
EASTERN,SIMBA CEMENT 36,milking jelly,SAWA MILKING JELLY,141.4587778,0.001354697,0.001120451,,0.080159221,
EASTERN,SIMBA CEMENT 36,oil,FRESH FRI,527.4893333,0.007149592,0.006191938,,0.047271153,
EASTERN,SIMBA CEMENT 36,oil,FRESH ZAIT,196.02,0.005817175,0.003014112,,0.005817175,
EASTERN,SIMBA CEMENT 36,oil,POPCO,456.172,0.005113341,0.015316242,,0.059493329,
EASTERN,SIMBA CEMENT 36,oil,SALIT,468.2291667,0.004366212,0.012578187,,0.094086144,
EASTERN,SIMBA CEMENT 36,petroleum jelly,SAWA PETROLLEUM JELLY,4.335,4.13E-05,3.43E-05,,0.049913941,
EASTERN,SIMBA CEMENT 36,toilet soap,SAWA SOAP,594.0605833,0.005689745,0.004705368,,0.05435444,
EASTERN,SOFIA,lotion,BELLEZA,0.597625,0.000301932,0.000119921,,0.000571037,
EASTERN,SOFIA,toilet soap,SAWA SOAP,3.378,3.22E-05,2.68E-05,,0.000307142,
EASTERN,SULTAN HAMUD,bar soap,NDUME,482.85,0.003822097,0.008179832,,0.019055493,
EASTERN,SULTAN HAMUD,bar soap,POPCO,120,0.001300475,0.00402907,,0.114128163,
EASTERN,SULTAN HAMUD,bar soap,USHINDI BAR,246.1,0.012088183,0.006385747,,0.096301151,
EASTERN,SULTAN HAMUD,bar soap,WHITEWASH,613.2,0.008985682,0.007940622,,0.059060067,
EASTERN,SULTAN HAMUD,bathing soap,4U,6,8.95E-05,0.001461735,,0.004378497,
EASTERN,SULTAN HAMUD,bathing soap,DETREX,449.118,0.013417171,0.014554337,,0.109237083,
EASTERN,SULTAN HAMUD,bathing soap,SAWA SOAP,142.89,0.001368406,0.001131787,,0.211488608,
EASTERN,SULTAN HAMUD,detergent,RAINBOW,234,0.261499586,0.061774023,,0.261499586,
EASTERN,SULTAN HAMUD,dishwashing liquid,USHINDI DISHWASHING LIQUID,94.3415,0.004633959,0.002447952,,0.04730493,
EASTERN,SULTAN HAMUD,dishwashing paste,USHINDI DISHWASHING PASTE,15.2,0.000746609,0.000394406,,0.018164436,
EASTERN,SULTAN HAMUD,fat,MPISHI POA,43.981,0.002434928,0.03427427,,0.165496448,
EASTERN,SULTAN HAMUD,glycerine,SAWA GLYCERINE,70.84269444,0.000678332,0.000561123,,0.045247625,
EASTERN,SULTAN HAMUD,lotion,BELLEZA,53.28822917,0.032246377,0.010692943,,0.060986752,
EASTERN,SULTAN HAMUD,lotion,FRESCO,49.10485417,0.049853075,0.017084835,,0.114738806,
EASTERN,SULTAN HAMUD,margarine,ONJA,11.75,0.004717465,0.004858383,,0.043071161,
EASTERN,SULTAN HAMUD,milking jelly,SAWA MILKING JELLY,280.1027778,0.002682638,0.002218606,,0.15873522,
EASTERN,SULTAN HAMUD,oil,FRESH FRI,1212.676667,0.016452337,0.014235016,,0.108778366,
EASTERN,SULTAN HAMUD,oil,FRESH ZAIT,1978.02,0.061218837,0.030415125,,0.061218837,
EASTERN,SULTAN HAMUD,oil,POPCO,274.436,0.003052089,0.009214349,,0.035510826,
EASTERN,SULTAN HAMUD,oil,SALIT,673.6223333,0.006283316,0.018095728,,0.135397229,
EASTERN,SULTAN HAMUD,petroleum jelly,SAWA PETROLLEUM JELLY,4.59,4.38E-05,3.64E-05,,0.052864519,
EASTERN,SULTAN HAMUD,toilet soap,SAWA SOAP,1475.1465,0.01412884,0.011684174,,0.134973566,
EASTERN,TALA,bar soap,USHINDI BAR,175.375,0.008614243,0.004550591,,0.068625821,
EASTERN,TALA,bar soap,WHITEWASH,336.425,0.004929889,0.00435653,,0.032402614,
EASTERN,TALA,bathing soap,4U,24,0.000447668,0.005846942,,0.021892484,
LAKE,AINAMOI,bathing soap,AFRISENSE,14.275,0.012801144,0.010000701,,0.054668032,
EASTERN,TALA,bathing soap,DETREX,135.149,0.004037507,0.004379704,,0.032871723,
EASTERN,TALA,bathing soap,DIVA,9.6,0.009913837,0.012574783,,0.062743643,
EASTERN,TALA,bathing soap,SAWA SOAP,14.835,0.000141887,0.000117503,,0.021928794,
EASTERN,TALA,bodywash,SAWA BODYWASH,6.21,5.93E-05,4.92E-05,,0.323404533,
EASTERN,TALA,detergent,USHINDI DETERGENT,0,0,0,,,
EASTERN,TALA,dishwashing liquid,USHINDI DISHWASHING LIQUID,965.7463333,0.047436484,0.025058967,,0.484246733,
EASTERN,TALA,dishwashing paste,USHINDI DISHWASHING PASTE,836.8,0.04110277,0.021713097,,1,
EASTERN,TALA,fat,MPISHI POA,62.7815,0.00350117,0.048925447,,0.237966473,
EASTERN,TALA,glycerine,DIVA,12.05266667,0.01249719,0.015787465,,0.109893218,
EASTERN,TALA,glycerine,SAWA GLYCERINE,685.8904583,0.006569297,0.005432724,,0.438199943,
EASTERN,TALA,lotion,BELLEZA,24.2038125,0.014613527,0.004856795,,0.027638191,
EASTERN,TALA,lotion,FRESCO,15.63785417,0.015807073,0.00544081,,0.036380597,
EASTERN,TALA,margarine,ONJA,15.25,0.006153215,0.006305561,,0.056179775,
EASTERN,TALA,milking jelly,SAWA MILKING JELLY,578.0249444,0.005536155,0.004578355,,0.32758156,
EASTERN,TALA,oil,FRESH FRI,2180.326,0.029590051,0.025593776,,0.195641345,
EASTERN,TALA,oil,POPCO,5.34,0,0.000179294,,0,
EASTERN,TALA,oil,SALIT,347.502,0.003239365,0.009335055,,0.069804078,
EASTERN,TALA,petroleum jelly,SAWA PETROLLEUM JELLY,3.145,2.99E-05,2.49E-05,,0.036144578,
EASTERN,TALA,toilet soap,SAWA SOAP,324.2805,0.003105775,0.002568524,,0.029669635,
EASTERN,TULIA,bar soap,NDUME,136,0.001076536,0.002303939,,0.005367189,
EASTERN,TULIA,bar soap,USHINDI BAR,135.3,0.006645799,0.003510734,,0.052944111,
EASTERN,TULIA,bar soap,WHITEWASH,216.3,0.003169607,0.002800973,,0.020832832,
NAIROBI,JUJA,bathing soap,AFRISENSE,14.1775,0.012712938,0.017380617,67.59199191,0.168697479,11.40259864
EASTERN,TULIA,bathing soap,DETREX,190.56,0.005692883,0.00617538,,0.046349108,
EASTERN,TULIA,bathing soap,SAWA SOAP,51.85,0.000496419,0.000410688,,0.076722098,
EASTERN,TULIA,detergent,USHINDI DETERGENT,0,0,0,,,
EASTERN,TULIA,dishwashing liquid,USHINDI DISHWASHING LIQUID,45.32925,0.002226527,0.001176193,,0.022729096,
EASTERN,TULIA,dishwashing paste,USHINDI DISHWASHING PASTE,13.8,0.000677842,0.000358079,,0.016491396,
EASTERN,TULIA,glycerine,SAWA GLYCERINE,27.04954167,0.000258879,0.000214251,,0.017268301,
EASTERN,TULIA,lotion,BELLEZA,23.0085625,0.013888889,0.004616953,,0.026267702,
EASTERN,TULIA,lotion,FRESCO,10.75725,0.010842031,0.003742722,,0.024953358,
EASTERN,TULIA,margarine,ONJA,16.5,0.006665983,0.006822411,,0.060861423,
EASTERN,TULIA,milking jelly,SAWA MILKING JELLY,54.26633333,0.000519563,0.000429827,,0.03074321,
EASTERN,TULIA,oil,FRESH FRI,513.227,0.006955953,0.00602452,,0.045990867,
EASTERN,TULIA,oil,FRESH ZAIT,35.64,0.000831025,0.00054802,,0.000831025,
EASTERN,TULIA,oil,SALIT,94.45,0.000877422,0.00253724,,0.018907289,
EASTERN,TULIA,petroleum jelly,SAWA PETROLLEUM JELLY,1.1475,1.08E-05,9.09E-06,,0.013031719,
EASTERN,TULIA,toilet soap,SAWA SOAP,296.873,0.002843264,0.002351438,,0.027161856,
EASTERN,WAMUNYU,bar soap,NDUME,50,0.000395785,0.000847037,,0.001973231,
EASTERN,WAMUNYU,bar soap,USHINDI BAR,137.475,0.006752633,0.00356717,,0.053795208,
EASTERN,WAMUNYU,bar soap,WHITEWASH,319.225,0.004677845,0.004133798,,0.030746004,
COAST,KWALE,bathing soap,AFRISENSE,13.5925,0.012183703,0.019889523,56.16951953,0.03695345,2.075657518
EASTERN,WAMUNYU,bathing soap,DETREX,103.02,0.00307767,0.003338516,,0.025057122,
EASTERN,WAMUNYU,bathing soap,SAWA SOAP,46.435,0.000444554,0.000367797,,0.068706273,
EASTERN,WAMUNYU,detergent,USHINDI DETERGENT,0,0,0,,,
EASTERN,WAMUNYU,dishwashing liquid,USHINDI DISHWASHING LIQUID,69.37291667,0.003407528,0.001800073,,0.034785126,
EASTERN,WAMUNYU,dishwashing paste,USHINDI DISHWASHING PASTE,23,0.001129737,0.000596799,,0.02748566,
EASTERN,WAMUNYU,glycerine,SAWA GLYCERINE,168.0317986,0.001609215,0.001330927,,0.107341475,
EASTERN,WAMUNYU,lotion,BELLEZA,50.4993125,0.030555556,0.010133312,,0.057788945,
EASTERN,WAMUNYU,lotion,FRESCO,45.7183125,0.046407944,0.015906571,,0.106809701,
EASTERN,WAMUNYU,margarine,ONJA,9.5,0.003794483,0.003928055,,0.034644195,
EASTERN,WAMUNYU,milking jelly,SAWA MILKING JELLY,120.2606111,0.00115166,0.000952547,,0.068145235,
EASTERN,WAMUNYU,oil,FRESH FRI,449.5178333,0.006090978,0.005276669,,0.040271886,
EASTERN,WAMUNYU,oil,POPCO,87.322,0.000929841,0.002931887,,0.010818624,
EASTERN,WAMUNYU,oil,SALIT,52.569,0.000486512,0.001412178,,0.01048369,
EASTERN,WAMUNYU,petroleum jelly,SAWA PETROLLEUM JELLY,3.4425,3.28E-05,2.73E-05,,0.039586919,
EASTERN,WAMUNYU,toilet soap,SAWA SOAP,547.62075,0.005244942,0.004337533,,0.050105208,
EASTERN,WIKILILIE,bar soap,USHINDI BAR,28.225,0.001386383,0.000732376,,0.011044697,
EASTERN,WIKILILIE,bar soap,WHITEWASH,123.9,0.0018156,0.001604441,,0.01193337,
EASTERN,WIKILILIE,bathing soap,DETREX,141.12,0.004215888,0.004573204,,0.034324024,
EASTERN,WIKILILIE,bathing soap,SAWA SOAP,25.895,0.00024782,0.000205106,,0.038300912,
EASTERN,WIKILILIE,detergent,USHINDI DETERGENT,0,0,0,,,
EASTERN,WIKILILIE,dishwashing liquid,USHINDI DISHWASHING LIQUID,35.357,0.0017367,0.000917435,,0.017728788,
EASTERN,WIKILILIE,dishwashing paste,USHINDI DISHWASHING PASTE,6.6,0.000324185,0.000171255,,0.007887189,
EASTERN,WIKILILIE,glycerine,SAWA GLYCERINE,30.56766667,0.000292575,0.000242117,,0.019516021,
EASTERN,WIKILILIE,lotion,BELLEZA,11.9525,0.00718599,0.002398417,,0.013590681,
EASTERN,WIKILILIE,lotion,FRESCO,2.788916667,0.002735839,0.000970335,,0.006296642,
EASTERN,WIKILILIE,margarine,ONJA,0.75,0.000205107,0.00031011,,0.001872659,
EASTERN,WIKILILIE,milking jelly,SAWA MILKING JELLY,45.13116667,0.000432066,0.00035747,,0.025565887,
EASTERN,WIKILILIE,oil,FRESH FRI,154.1466667,0.002080742,0.001809452,,0.013757302,
EASTERN,WIKILILIE,oil,SALIT,16.93,0.000153863,0.000454796,,0.003315556,
EASTERN,WIKILILIE,petroleum jelly,SAWA PETROLLEUM JELLY,0.19125,1.63E-06,1.51E-06,,0.001967052,
EASTERN,WIKILILIE,toilet soap,SAWA SOAP,242.809,0.002325436,0.001923214,,0.022215014,
EASTERN,WOTE,bar soap,NDUME,329.6,0.002609016,0.005583665,,0.01300754,
EASTERN,WOTE,bar soap,USHINDI BAR,332.775,0.016345572,0.00863477,,0.130217861,
EASTERN,WOTE,bar soap,WHITEWASH,1415.675,0.020744953,0.018332258,,0.136350065,
EASTERN,WOTE,bathing soap,4U,9,0.000149223,0.002192603,,0.007297495,
RIFT VALLEY,SUWERWA,bathing soap,AFRISENSE,13.34,0.011955273,0.012012499,,0.114808219,
EASTERN,WOTE,bathing soap,DETREX,345.36,0.010317454,0.011191905,,0.084000461,
EASTERN,WOTE,bathing soap,DIVA,55.2,0.057943549,0.072305001,,0.366718678,
EASTERN,WOTE,bathing soap,SAWA SOAP,85.375,0.000817523,0.000676229,,0.126349155,
EASTERN,WOTE,bodywash,SAWA BODYWASH,19.1575,0.000183288,0.000151741,,1,
EASTERN,WOTE,detergent,RAINBOW,9,0.009928666,0.002375924,,0.009928666,
EASTERN,WOTE,detergent,USHINDI DETERGENT,0,0,0,,,
EASTERN,WOTE,dishwashing liquid,USHINDI DISHWASHING LIQUID,321.8125833,0.015807109,0.00835032,,0.161364001,
EASTERN,WOTE,dishwashing paste,USHINDI DISHWASHING PASTE,154.6,0.007593796,0.004011526,,0.184751434,
EASTERN,WOTE,fat,DIRIA,48,0.001037877,0.030075188,,0.095287958,
EASTERN,WOTE,fat,FRYKING,36,0.052866716,0.026086957,,0.053828658,
EASTERN,WOTE,fat,MPISHI POA,25.035,0.001360434,0.019509705,,0.092465566,
EASTERN,WOTE,glycerine,SAWA GLYCERINE,115.4348472,0.001105438,0.000914323,,0.073737428,
EASTERN,WOTE,handwash,SAWA HANDWASH,18.51,0.000177086,0.000146612,,0.399810785,
EASTERN,WOTE,lotion,BELLEZA,95.81920833,0.058031401,0.01922731,,0.109753312,
EASTERN,WOTE,lotion,FRESCO,53.58704167,0.054412808,0.018644303,,0.125233209,
EASTERN,WOTE,margarine,ONJA,26.25,0.010665573,0.010853835,,0.097378277,
EASTERN,WOTE,milking jelly,SAWA MILKING JELLY,182.9993333,0.001752575,0.00144948,,0.103702185,
EASTERN,WOTE,oil,FRESH FRI,935.5753333,0.01269015,0.010982259,,0.08390381,
EASTERN,WOTE,oil,FRESH ZAIT,267.3,0.008033241,0.004110152,,0.008033241,
EASTERN,WOTE,oil,POPCO,484.696,0.00543686,0.016273952,,0.063257453,
EASTERN,WOTE,oil,SALIT,3340.369,0.031174267,0.089733381,,0.67176463,
EASTERN,WOTE,petroleum jelly,SAWA PETROLLEUM JELLY,14.08875,0.000134739,0.000111593,,0.162773543,
EASTERN,WOTE,toilet soap,SAWA SOAP,1529.0425,0.014645059,0.012111067,,0.139905035,
EASTERN,ZOMBE,bar soap,NDUME,647.6,0.00512621,0.010970817,,0.02555729,
EASTERN,ZOMBE,bar soap,POPCO,93.6,0.001001046,0.003142675,,0.087850616,
EASTERN,ZOMBE,bar soap,USHINDI BAR,52.5,0.002578747,0.001362258,,0.020543724,
EASTERN,ZOMBE,bar soap,WHITEWASH,151.55,0.002220776,0.001962494,,0.014596466,
RIFT VALLEY,LESSOS,bathing soap,AFRISENSE,13.335,0.01195075,0.012007996,,0.11476478,
EASTERN,ZOMBE,bathing soap,DETREX,53.76,0.001606053,0.001742173,,0.013075819,
EASTERN,ZOMBE,dishwashing liquid,USHINDI DISHWASHING LIQUID,11.099,0.000545172,0.000287994,,0.005565286,
EASTERN,ZOMBE,dishwashing paste,USHINDI DISHWASHING PASTE,19.2,0.000943085,0.000498197,,0.022944551,
EASTERN,ZOMBE,glycerine,SAWA GLYCERINE,8.474083333,8.10E-05,6.71E-05,,0.005400492,
EASTERN,ZOMBE,lotion,BELLEZA,4.781,0.002838164,0.000959367,,0.005367748,
EASTERN,ZOMBE,lotion,FRESCO,2.3905,0.00233053,0.000831716,,0.005363806,
EASTERN,ZOMBE,milking jelly,SAWA MILKING JELLY,6.912666667,6.60E-05,5.48E-05,,0.003905686,
EASTERN,ZOMBE,oil,FRESH FRI,58.808,0.000786335,0.000690318,,0.005199035,
EASTERN,ZOMBE,oil,FRESH ZAIT,222.75,0.006648199,0.003425127,,0.006648199,
EASTERN,ZOMBE,oil,POPCO,92.66,0.000990384,0.003111114,,0.011523045,
EASTERN,ZOMBE,oil,SALIT,48.116,0.000444948,0.001292555,,0.009588051,
EASTERN,ZOMBE,toilet soap,SAWA SOAP,243.832,0.002335234,0.001931317,,0.022308618,
EASTERN,kiunduani,bar soap,NDUME,290.01,0.002295633,0.004912981,,0.011445135,
EASTERN,kiunduani,bar soap,USHINDI BAR,74.125,0.003640945,0.001923379,,0.029005782,
EASTERN,kiunduani,bar soap,WHITEWASH,462.6,0.006778826,0.00599043,,0.044555099,
EASTERN,kiunduani,bathing soap,4U,33,0.000626735,0.008039545,,0.030649477,
COAST,MARIAKANI,bathing soap,AFRISENSE,13.0825,0.011722319,0.019143254,56.16951953,0.035554062,1.997054561
EASTERN,kiunduani,bathing soap,DETREX,161.28,0.004818158,0.005226518,,0.039227456,
EASTERN,kiunduani,bathing soap,DIVA,8.2,0.008439241,0.01074096,,0.053411076,
EASTERN,kiunduani,bathing soap,SAWA SOAP,30.785,0.000294657,0.000243838,,0.045539579,
EASTERN,kiunduani,detergent,USHINDI DETERGENT,0,0,0,,,
EASTERN,kiunduani,dishwashing liquid,USHINDI DISHWASHING LIQUID,110.99,0.005451717,0.002879943,,0.055652859,
EASTERN,kiunduani,dishwashing paste,USHINDI DISHWASHING PASTE,43.6,0.002141588,0.001131323,,0.05210325,
EASTERN,kiunduani,glycerine,SAWA GLYCERINE,69.00475,0.000660728,0.000546565,,0.044073368,
EASTERN,kiunduani,lotion,BELLEZA,30.1800625,0.018236715,0.006056003,,0.034490635,
EASTERN,kiunduani,lotion,FRESCO,20.81727083,0.021076097,0.007242861,,0.048507463,
EASTERN,kiunduani,margarine,ONJA,18,0.007281304,0.00744263,,0.066479401,
EASTERN,kiunduani,milking jelly,SAWA MILKING JELLY,108.436,0.001038403,0.000858888,,0.061443678,
EASTERN,kiunduani,oil,FRESH FRI,250.375,0.003387228,0.002939029,,0.022395431,
EASTERN,kiunduani,oil,FRESH ZAIT,196.02,0.005817175,0.003014112,,0.005817175,
EASTERN,kiunduani,oil,POPCO,83.754,0.000889372,0.00281209,,0.010347779,
EASTERN,kiunduani,oil,SALIT,140.78,0.001309858,0.003781817,,0.028225722,
EASTERN,kiunduani,petroleum jelly,SAWA PETROLLEUM JELLY,8.7125,8.32E-05,6.90E-05,,0.100565527,
EASTERN,kiunduani,toilet soap,SAWA SOAP,424.3686667,0.004064426,0.003361291,,0.038827675,
NAIROBI,AMBOSELI,bar soap,NDUME,0,0,0,43.85208803,0,0
NAIROBI,NAIROBI,bar soap,USHINDI BAR,3747.65,0.184080781,0.040602266,64.68852176,1,64.68852176
NAIROBI,AMBOSELI,bar soap,WHITEWASH,633.15,0.009278024,0.001807168,,0.01586128,
NAIROBI,KAWANGWARE 46,bathing soap,AFRISENSE,13.025,0.0116703,0.015967734,67.59199191,0.154861945,10.46742732
NAIROBI,AMBOSELI,bathing soap,DETREX,188.8,0.005640304,0.003675615,67.19783718,0.01100692,0.73964121
NAIROBI,AMBOSELI,bathing soap,SAWA SOAP,31.155,0.000298201,0.000141872,,0.020697828,
NAIROBI,AMBOSELI,detergent,USHINDI DETERGENT,0,0,0,74.51829581,,
NAIROBI,AMBOSELI,dishwashing liquid,USHINDI DISHWASHING LIQUID,2.06,0.000101185,2.23E-05,,0.001122342,
NAIROBI,AMBOSELI,dishwashing paste,USHINDI DISHWASHING PASTE,2.8,0.000137533,3.03E-05,,0.000257656,
NAIROBI,AMBOSELI,glycerine,SAWA GLYCERINE,4.161458333,3.97E-05,1.90E-05,,0.009656433,
NAIROBI,AMBOSELI,lotion,BELLEZA,5.0798125,0.003019324,0.001412586,,0.014710209,
NAIROBI,AMBOSELI,lotion,FRESCO,3.685354167,0.003647786,0.001686571,,0.014545455,
NAIROBI,AMBOSELI,margarine,ONJA,1.25,0.000410214,0.000275695,92.03302737,0.001762115,0.162172735
NAIROBI,AMBOSELI,milking jelly,SAWA MILKING JELLY,8.428833333,8.05E-05,3.84E-05,,0.00847844,
NAIROBI,AMBOSELI,oil,FRESH FRI,830.9058333,0.011269059,0.001852778,37.81685091,0.016641996,0.62934787
NAIROBI,AMBOSELI,oil,SALIT,10.692,9.56E-05,4.14E-05,55.19586421,0.000451662,0.024929883
NAIROBI,AMBOSELI,petroleum jelly,SAWA PETROLLEUM JELLY,1.67875,1.59E-05,7.64E-06,,0.014125317,
NAIROBI,AMBOSELI,toilet soap,SAWA SOAP,308.265,0.002952377,0.001403761,,0.007665878,
NAIROBI,THIKA,bar soap,USHINDI BAR,3745.325,0.183966579,0.040577077,64.68852176,0.999379611,64.64838973
NAIROBI,ATHI RIVER,bar soap,WHITEWASH,3186.675,0.046696751,0.009095567,,0.079830603,
COAST,WATAMU,bathing soap,AFRISENSE,12.9375,0.011591141,0.01893108,56.16951953,0.035156196,1.974706661
NAIROBI,ATHI RIVER,bathing soap,DETREX,353.6,0.01056362,0.006883991,67.19783718,0.020614655,1.385260231
NAIROBI,ATHI RIVER,bathing soap,DIVA,6.7,0.006859316,0.006468604,,0.035085599,
NAIROBI,ATHI RIVER,bathing soap,SAWA SOAP,316.73,0.003033456,0.001442309,,0.210549103,
NAIROBI,ATHI RIVER,detergent,USHINDI DETERGENT,0,0,0,74.51829581,,
NAIROBI,ATHI RIVER,dishwashing liquid,USHINDI DISHWASHING LIQUID,840.0936667,0.041264552,0.009101626,,0.457704967,
NAIROBI,ATHI RIVER,dishwashing paste,USHINDI DISHWASHING PASTE,225.2,0.011061596,0.00243983,,0.020722909,
NAIROBI,ATHI RIVER,fat,FRYMATE,3.5,0.000104535,0.00378583,44.10888076,0.030150754,1.329916003
NAIROBI,ATHI RIVER,glycerine,SAWA GLYCERINE,107.8431111,0.001032724,0.00049109,,0.25147879,
NAIROBI,ATHI RIVER,lotion,BELLEZA,56.87397917,0.03442029,0.015815422,,0.167696381,
NAIROBI,ATHI RIVER,lotion,FRESCO,38.64641667,0.039213699,0.017686207,,0.156363636,
NAIROBI,ATHI RIVER,margarine,ONJA,57.75,0.023587324,0.012737097,92.03302737,0.101321586,9.324932289
NAIROBI,ATHI RIVER,milking jelly,SAWA MILKING JELLY,215.4623333,0.002063508,0.000981161,,0.217256752,
NAIROBI,ATHI RIVER,oil,FRESH FRI,4808.054,0.065266547,0.010721138,37.81685091,0.096384766,3.644968344
NAIROBI,ATHI RIVER,oil,SALIT,46.7775,0.000432455,0.000181335,55.19586421,0.002042298,0.112726427
NAIROBI,ATHI RIVER,petroleum jelly,SAWA PETROLLEUM JELLY,14.705,0.000140642,6.70E-05,,0.12513582,
NAIROBI,ATHI RIVER,toilet soap,SAWA SOAP,2071.246917,0.019838326,0.009431937,,0.051510417,
NAIROBI,BABA DOGO,bar soap,NDUME,124,0.000981547,0.001021929,43.85208803,0.004740279,0.207871115
NAIROBI,KITENGELA,bar soap,USHINDI BAR,2571.3,0.126299658,0.027857619,64.68852176,0.686109962,44.38343922
